✅ Weltenbibliothek mit OpenClaw-Integration läuft auf Port 5060
10.64.1.202 - - [27/Feb/2026 23:20:34] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:35] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:35] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:35] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:35] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:35] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:35] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:35] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:35] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:35] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:35] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:36] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:37] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:37] "GET /audio_player.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:37] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:38] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:38] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:38] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:38] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:38] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:39] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:39] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:39] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:39] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:39] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:39] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:39] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:40] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:40] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:40] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:40] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:40] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:41] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:42] "GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:42] "GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:42] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:42] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:42] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:42] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:42] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:43] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:43] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:44] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:44] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:44] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:46] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:46] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:46] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:46] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:46] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:46] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:46] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:47] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:47] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:47] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:47] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:47] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:48] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:48] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:48] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:48] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:48] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:48] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:49] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:50] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:50] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:50] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:50] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:50] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:50] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:50] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:52] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:52] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:52] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:52] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:52] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:52] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:52] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:52] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:52] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:53] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:53] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:54] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:54] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:54] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:54] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:54] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:55] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:55] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:56] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:56] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:56] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:57] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:58] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:59] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:59] "GET /audio_player.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:59] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:20:59] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:59] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:59] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:20:59] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:00] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /flutter.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:01] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:21:01] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:01] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:02] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:05] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:05] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:05] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:05] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:05] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:06] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:06] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:07] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:08] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:21:08] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:08] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:09] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:09] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:10] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:10] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:10] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:10] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:10] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:11] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:11] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:12] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:12] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:21:12] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:21:12] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:21:12] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:21:12] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:12] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:12] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:12] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:13] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:13] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:14] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:14] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:21:14] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:14] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:14] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:15] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:21:15] "GET /assets/FontManifest.json HTTP/1.1" 200 -
