✅ Weltenbibliothek mit OpenClaw-Integration läuft auf Port 5060
10.64.1.202 - - [27/Feb/2026 23:18:32] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:32] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:33] "GET /audio_player.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:33] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:33] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:33] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:33] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:33] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:33] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:34] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:34] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:34] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:34] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:34] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:34] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:35] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:35] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:35] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:35] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:35] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:35] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:36] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:37] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:37] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:37] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:37] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:37] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:38] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:38] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:39] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:39] "GET /flutter.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:39] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:39] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:39] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:39] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:39] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:39] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:39] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:39] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:40] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:40] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:41] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:41] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:41] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:41] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:41] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:41] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:42] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:42] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:43] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:43] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:43] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:44] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:45] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:45] "GET /audio_player.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:46] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:46] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:46] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:46] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:46] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:46] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:47] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:47] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:47] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:48] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:48] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:48] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:48] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:48] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:48] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:48] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:48] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:50] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:50] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:50] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:50] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:50] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:51] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:51] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:52] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:52] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:52] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:52] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:52] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:52] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:52] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:52] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:52] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:52] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:53] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:53] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:54] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:54] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:54] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:54] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:54] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:54] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:55] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:55] "GET / HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:56] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:56] "GET /flutter.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:56] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:56] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:56] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:18:56] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:18:56] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:56] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:56] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:56] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:57] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:57] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:58] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:58] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:18:59] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:59] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:59] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:59] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:18:59] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:00] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:00] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:00] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:00] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:00] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:00] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:01] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:01] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:01] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:01] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:01] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:01] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:03] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:03] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:03] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:03] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:03] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:03] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:03] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:05] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:05] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:05] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:06] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:07] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:07] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:07] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:07] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:07] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:08] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:08] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:09] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:09] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:09] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:09] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:09] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:09] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:09] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:10] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:10] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:10] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:10] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:10] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:11] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:12] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:12] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:12] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:12] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:12] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:12] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:13] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:13] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:13] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:13] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:13] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:14] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:14] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:14] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:14] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:14] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:14] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:15] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:16] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:16] "GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:16] "GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:17] "GET /audio_player.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:17] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:17] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:17] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:17] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:17] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:18] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /flutter.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:19] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:19] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:19] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:20] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:20] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:20] "HEAD / HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:21] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:21] "GET /flutter_service_worker.js?v=4037444810 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:21] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:21] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:21] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:21] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:22] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:23] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:23] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:23] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:24] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:25] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:26] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:26] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:26] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:26] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:26] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:26] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:27] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:28] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:28] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:28] "GET /icons/icon-512x512.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:28] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:28] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:28] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:28] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:28] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:28] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:28] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:29] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:29] "GET /flutter_service_worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET / HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET /audio_player.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET /flutter_service_worker.js?v=4107385240 HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET /index.html HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET /flutter_bootstrap.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET /main.dart.js HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET /assets/FontManifest.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:31] "GET /assets/AssetManifest.bin.json HTTP/1.1" 200 -
10.64.1.202 - - [27/Feb/2026 23:19:33] "GET /service-worker.js HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:33] "GET /manifest.json HTTP/1.1" 304 -
10.64.1.202 - - [27/Feb/2026 23:19:33] code 404, message File not found
10.64.1.202 - - [27/Feb/2026 23:19:33] "GET /icons/icon-192x192.png HTTP/1.1" 404 -
10.64.1.202 - - [27/Feb/2026 23:19:33] code 404, message File not found
